address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
124-05 Jamaica Avenue # FL 2,Richmond Hill,NY,11418,2200/000000,NA,2.0,1.0,NA,Condo For Rent,http://www.zillow.com/homes/for_sale//homedetails/124-05-Jamaica-Avenue-FL-2-Richmond-Hill-NY-11418/2091486012_zpid/
10017 90th Ave,Jamaica,NY,11418,2500/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10017-90th-Ave-Jamaica-NY-11418/32118367_zpid/
124-05 Jamaica Avenue # FL 2,Richmond Hill,NY,11418,2200/000000,NA,2.0,1.0,NA,Condo For Rent,http://www.zillow.com/homes/for_sale//homedetails/124-05-Jamaica-Avenue-FL-2-Richmond-Hill-NY-11418/2091486012_zpid/
91st Ave,Richmond Hill,NY,11418,1400/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/91st-Ave-Richmond-Hill-NY-11418/2097248289_zpid/
88th Ave,Richmond Hill,NY,11418,1900/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/88th-Ave-Richmond-Hill-NY-11418/2091496730_zpid/
133 Street # FL 2ND,Richmond Hill,NY,11418,2000/000000,NA,3.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/133-Street-FL-2ND-Richmond-Hill-NY-11418/2091504782_zpid/
8755 125th St # 2,Richmond Hill,NY,11418,1650/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8755-125th-St-2-Richmond-Hill-NY-11418/2091508612_zpid/
8375 117th St,Jamaica,NY,11418,2400/000000,500.0,2.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8375-117th-St-Jamaica-NY-11418/68315859_zpid/
12517 Jamaica Ave,Jamaica,NY,11418,2800/000000,2680.0,1.0,NA,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/12517-Jamaica-Ave-Jamaica-NY-11418/32117895_zpid/
8556 113th St,Jamaica,NY,11418,3000/000000,2800.0,3.0,1.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/8556-113th-St-Jamaica-NY-11418/32116612_zpid/
8641 131st St,Jamaica,NY,11418,2100/000000,NA,4.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8641-131st-St-Jamaica-NY-11418/32118012_zpid/
112th St,Jamaica,NY,11418,1700/000000,NA,2.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/112th-St-Jamaica-NY-11418/2091542005_zpid/
90 Ave,Richmond Hill,NY,11418,1800/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/90-Ave-Richmond-Hill-NY-11418/2091549647_zpid/
114 St #,Richmond Hill,NY,11418,2300/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/114-St-Richmond-Hill-NY-11418/2091549716_zpid/
8640 125th St # 2,Richmond Hill,NY,11418,1300/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8640-125th-St-2-Richmond-Hill-NY-11418/2116230960_zpid/
8915 102nd St # A33,Richmond Hill,NY,11418,1525/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8915-102nd-St-A33-Richmond-Hill-NY-11418/2091570476_zpid/
12517 Jamaica Ave # 1ST,Jamaica,NY,11418,2800/000000,2000.0,0.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/12517-Jamaica-Ave-1ST-Jamaica-NY-11418/2091571311_zpid/
9110 Lefferts Blvd,Jamaica,NY,11418,1800/000000,900.0,2.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/9110-Lefferts-Blvd-Jamaica-NY-11418/32120402_zpid/
NA,NA,NA,NA,0140011525,NA,NA,NA,NA,For Rent,NA
8225 118th St,Richmond Hill,NY,11418,1800/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8225-118th-St-Richmond-Hill-NY-11418/2091605958_zpid/
102nd Street #,Queens,NY,11418,1525/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/102nd-Street-Queens-NY-11418/2101831518_zpid/
Ave,Richmond Hill,NY,11418,2200/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Ave-Richmond-Hill-NY-11418/2091627967_zpid/
Ave,Richmond Hill,NY,11418,2200/000000,NA,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Ave-Richmond-Hill-NY-11418/2092069267_zpid/
129th St,Richmond Hill,NY,11418,2000/000000,1620.0,3.0,1.5,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/129th-St-Richmond-Hill-NY-11418/2091638203_zpid/
11605 Myrtle Ave # 3,Richmond Hill,NY,11418,2190/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/11605-Myrtle-Ave-3-Richmond-Hill-NY-11418/2091643082_zpid/
(Undisclosed Address),Richmond Hill,NY,11418,1625/000000,775.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/(Undisclosed-Address)-Richmond-Hill-NY-11418/2109342657_zpid/
Park Ln S,Richmond Hill,NY,11418,1825/000000,1000.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Park-Ln-S-Richmond-Hill-NY-11418/2091665286_zpid/
102ND Street,Richmond Hill,NY,11418,1525/000000,700.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/102ND-Street-Richmond-Hill-NY-11418/2098748468_zpid/
129th St,Jamaica,NY,11418,1625/000000,700.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/129th-St-Jamaica-NY-11418/2091688763_zpid/
NA,NA,NA,NA,22300,NA,NA,NA,NA,For Rent,NA
8625 116th St # 3,Richmond Hill,NY,11418,1500/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8625-116th-St-3-Richmond-Hill-NY-11418/2091701213_zpid/
8375 117th St APT 6A,Jamaica,NY,11418,2300/000000,NA,2.0,2.0,NA,Condo For Rent,http://www.zillow.com/homes/for_sale//homedetails/8375-117th-St-APT-6A-Jamaica-NY-11418/68315277_zpid/
108th St,Richmond Hill,NY,11418,1600/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/108th-St-Richmond-Hill-NY-11418/2091706224_zpid/
92nd Ave,Richmond Hill,NY,11418,2200/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/92nd-Ave-Richmond-Hill-NY-11418/2091767319_zpid/
NA,NA,NA,NA,11700,NA,NA,NA,NA,For Rent,NA
90th Avenue #,Jamaica,NY,11418,2300/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/90th-Avenue-Jamaica-NY-11418/2091789150_zpid/
10233 91st Ave APT 3D,Richmond Hill,NY,11418,1325/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10233-91st-Ave-APT-3D-Richmond-Hill-NY-11418/2091813017_zpid/
9136 Lefferts Blvd APT 2,Richmond Hill,NY,11418,2600/000000,1200.0,4.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/9136-Lefferts-Blvd-APT-2-Richmond-Hill-NY-11418/2091844586_zpid/
8621 Lefferts Blvd APT 1,Richmond Hill,NY,11418,2800/000000,1600.0,4.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8621-Lefferts-Blvd-APT-1-Richmond-Hill-NY-11418/2091856248_zpid/
8722 135th St,Jamaica,NY,11418,2095/000000,950.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8722-135th-St-Jamaica-NY-11418/32129500_zpid/
8411 116th St # 2NDFLOOR,Richmond Hill,NY,11418,2150/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8411-116th-St-2NDFLOOR-Richmond-Hill-NY-11418/2091861981_zpid/
8759 112th St # 2,Jamaica,NY,11418,2000/000000,1000.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8759-112th-St-2-Jamaica-NY-11418/2091904475_zpid/
108th St,Richmond Hill,NY,11418,1600/000000,820.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/108th-St-Richmond-Hill-NY-11418/2093459399_zpid/
Myrtle Ave,Richmond Hill,NY,11418,2200/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Myrtle-Ave-Richmond-Hill-NY-11418/2091942561_zpid/
8555 115th St APT C3,Richmond Hill,NY,11418,1625/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8555-115th-St-APT-C3-Richmond-Hill-NY-11418/2091950968_zpid/
8717 124th St # 1,Richmond Hill,NY,11418,14000/000000,10000.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8717-124th-St-1-Richmond-Hill-NY-11418/2091976658_zpid/
8539 116th St,Richmond Hill,NY,11418,1650/000000,750.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8539-116th-St-Richmond-Hill-NY-11418/2092015895_zpid/
115th St,Richmond Hill,NY,11418,1625/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/115th-St-Richmond-Hill-NY-11418/2102823476_zpid/
8752 134th St,Jamaica,NY,11418,2400/000000,NA,3.0,2.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/8752-134th-St-Jamaica-NY-11418/32120588_zpid/
102nd St,Richmond Hill,NY,11418,1600/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/102nd-St-Richmond-Hill-NY-11418/2092056730_zpid/
8285 116th St,Jamaica,NY,11418,1650/000000,725.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8285-116th-St-Jamaica-NY-11418/32005908_zpid/
102nd St,Richmond Hill,NY,11418,1525/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/102nd-St-Richmond-Hill-NY-11418/2092139525_zpid/
9114 104th St # 2,Richmond Hill,NY,11418,2500/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/9114-104th-St-2-Richmond-Hill-NY-11418/2092145614_zpid/
9102 111th St APT 4C,Richmond Hill,NY,11418,1450/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/9102-111th-St-APT-4C-Richmond-Hill-NY-11418/2092168947_zpid/
NA,NA,NA,NA,11650,NA,NA,NA,NA,For Rent,NA
8406 109th St,Richmond Hill,NY,11418,1900/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8406-109th-St-Richmond-Hill-NY-11418/2098972128_zpid/
101st St,Richmond Hill,NY,11418,3000/000000,NA,4.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/101st-St-Richmond-Hill-NY-11418/2136696812_zpid/
108th St,Richmond Hill,NY,11418,1600/000000,600.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/108th-St-Richmond-Hill-NY-11418/2101593558_zpid/
8555 115th St,Jamaica,NY,11418,2000/000000,1312.0,2.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/8555-115th-St-Jamaica-NY-11418/2096117200_zpid/
13461 91st Ave # WHOLE,Jamaica,NY,11418,3000/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/13461-91st-Ave-WHOLE-Jamaica-NY-11418/2092344748_zpid/
11306 Jamaica Ave,Jamaica,NY,11418,2200/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/11306-Jamaica-Ave-Jamaica-NY-11418/32118853_zpid/
8347 116th St,Richmond Hill,NY,11418,1650/000000,750.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8347-116th-St-Richmond-Hill-NY-11418/2105056114_zpid/
10126 Jamaica Ave # 2,Jamaica,NY,11418,2110/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10126-Jamaica-Ave-2-Jamaica-NY-11418/2092957647_zpid/
7416 Park Lane S # FL 2ND,Richmond Hill,NY,11418,2150/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/7416-Park-Lane-S-FL-2ND-Richmond-Hill-NY-11418/2096451946_zpid/
10124 Jamaica Ave # 2,Richmond Hill,NY,11418,2100/000000,3751.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10124-Jamaica-Ave-2-Richmond-Hill-NY-11418/2096123590_zpid/
8730 115th St,Richmond Hill,NY,11418,1650/000000,750.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8730-115th-St-Richmond-Hill-NY-11418/2095886513_zpid/
(Undisclosed Address),Jamaica,NY,11418,1600/000000,725.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/(Undisclosed-Address)-Jamaica-NY-11418/2127700118_zpid/
11515 84th Ave,Richmond Hill,NY,11418,1650/000000,725.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/11515-84th-Ave-Richmond-Hill-NY-11418/2104950836_zpid/
102nd St,Richmond Hill,NY,11418,1475/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/102nd-St-Richmond-Hill-NY-11418/2093935389_zpid/
NA,NA,NA,NA,11650,NA,NA,NA,NA,For Rent,NA
8333 116th St,Richmond Hill,NY,11418,1650/000000,725.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8333-116th-St-Richmond-Hill-NY-11418/2106078761_zpid/
8550 115th St # 2,Richmond Hill,NY,11418,1499/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/8550-115th-St-2-Richmond-Hill-NY-11418/2098949200_zpid/
115th St,South Richmond Hill,NY,11419,2000/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/115th-St-South-Richmond-Hill-NY-11419/2091340424_zpid/
10119 113th Street # FL 1ST,South Richmond Hill,NY,11419,1625/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10119-113th-Street-FL-1ST-South-Richmond-Hill-NY-11419/2091355813_zpid/
10730 120th St,Jamaica,NY,11419,1000/000000,800.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10730-120th-St-Jamaica-NY-11419/32128646_zpid/
10419 122nd St,Jamaica,NY,11419,2300/000000,2500.0,3.0,0.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/10419-122nd-St-Jamaica-NY-11419/32127681_zpid/
103-36 Van Wyck Expwy # 1st,Richmond Hill,NY,11419,1600/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/103-36-Van-Wyck-Expwy-1st-Richmond-Hill-NY-11419/2091422899_zpid/
115th St,South Richmond Hill,NY,11419,1900/000000,750.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/115th-St-South-Richmond-Hill-NY-11419/2091423595_zpid/
113th Street #,South Richmond Hill,NY,11419,1775/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/113th-Street-South-Richmond-Hill-NY-11419/2091425376_zpid/
97th Ave,South Richmond Hill,NY,11419,1875/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/97th-Ave-South-Richmond-Hill-NY-11419/2091429801_zpid/
NA,NA,NA,NA,0120032100,NA,NA,NA,NA,For Rent,NA
10444 Lefferts Blvd # 1,South Richmond Hill,NY,11419,2500/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10444-Lefferts-Blvd-1-South-Richmond-Hill-NY-11419/2091468183_zpid/
10414 113th St,South Richmond Hill,NY,11419,2000/000000,NA,2.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/10414-113th-St-South-Richmond-Hill-NY-11419/32125909_zpid/
NA,NA,NA,NA,21950,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,3260042600,NA,NA,NA,NA,For Rent,NA
NA,NA,NA,NA,32300,NA,NA,NA,NA,For Rent,NA
11318 Atlantic Ave # 3B,South Richmond Hill,NY,11419,1500/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/11318-Atlantic-Ave-3B-South-Richmond-Hill-NY-11419/2097567513_zpid/
Liberty Ave,Jamaica,NY,11419,2100/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Liberty-Ave-Jamaica-NY-11419/2091635213_zpid/
115th St,South Richmond Hill,NY,11419,2000/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/115th-St-South-Richmond-Hill-NY-11419/2091660170_zpid/
9519 124th St,Jamaica,NY,11419,2000/000000,NA,3.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/9519-124th-St-Jamaica-NY-11419/32123364_zpid/
13022 97th Ave # 2,Jamaica,NY,11419,2500/000000,NA,3.0,2.0,NA,Townhouse For Rent,http://www.zillow.com/homes/for_sale//homedetails/13022-97th-Ave-2-Jamaica-NY-11419/2091683222_zpid/
10312 112th St,South Richmond Hill,NY,11419,2200/000000,13002.0,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10312-112th-St-South-Richmond-Hill-NY-11419/2093193486_zpid/
10335 120th St,South Richmond Hill,NY,11419,1825/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10335-120th-St-South-Richmond-Hill-NY-11419/2105466768_zpid/
13016 97th Ave,Jamaica,NY,11419,2400/000000,1000.0,3.0,2.0,NA,Townhouse For Rent,http://www.zillow.com/homes/for_sale//homedetails/13016-97th-Ave-Jamaica-NY-11419/32123731_zpid/
10147 121st St,Jamaica,NY,11419,2100/000000,NA,3.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/10147-121st-St-Jamaica-NY-11419/32124182_zpid/
Liberty Ave,Jamaica,NY,11419,2100/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Liberty-Ave-Jamaica-NY-11419/2091752238_zpid/
131-07 Liberty Avenue # FL 2ND,Richmond Hill,NY,11419,2175/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/131-07-Liberty-Avenue-FL-2ND-Richmond-Hill-NY-11419/2097886430_zpid/
129th St,Jamaica,NY,11419,1500/000000,2920.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/129th-St-Jamaica-NY-11419/2098019088_zpid/
10217 135th St APT 1,South Richmond Hill,NY,11419,2000/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/10217-135th-St-APT-1-South-Richmond-Hill-NY-11419/2091924663_zpid/
10123 112th St,South Richmond Hill,NY,11419,2000/000000,NA,3.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/10123-112th-St-South-Richmond-Hill-NY-11419/32122456_zpid/
117th St,South Richmond Hill,NY,11419,3000/000000,2070.0,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/117th-St-South-Richmond-Hill-NY-11419/2092001013_zpid/
9727 130th St # 2,South Richmond Hill,NY,11419,1500/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/9727-130th-St-2-South-Richmond-Hill-NY-11419/2092074029_zpid/
11501 107th Ave,South Richmond Hill,NY,11419,1600/000000,NA,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/11501-107th-Ave-South-Richmond-Hill-NY-11419/2092091720_zpid/
95-46 110 St # FL 1ST,Richmond Hill,NY,11419,2100/000000,2504.0,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/95-46-110-St-FL-1ST-Richmond-Hill-NY-11419/2092094893_zpid/
12409 Liberty Ave,Jamaica,NY,11419,2150/000000,1300.0,3.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/12409-Liberty-Ave-Jamaica-NY-11419/32127176_zpid/
11106 Liberty Ave,Jamaica,NY,11419,3550/000000,1100.0,0.0,NA,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/11106-Liberty-Ave-Jamaica-NY-11419/32125850_zpid/
115th St,South Richmond Hill,NY,11419,2000/000000,650.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/115th-St-South-Richmond-Hill-NY-11419/2102860300_zpid/
Cooper St,South Richmond Hill,NY,11419,2500/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/Cooper-St-South-Richmond-Hill-NY-11419/2098548068_zpid/
114th St,South Richmond Hill,NY,11419,1900/000000,800.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/114th-St-South-Richmond-Hill-NY-11419/2092480809_zpid/
13105 Liberty Ave,Jamaica,NY,11419,3800/000000,NA,0.0,NA,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/13105-Liberty-Ave-Jamaica-NY-11419/32127316_zpid/
115th St,South Richmond Hill,NY,11419,1600/000000,800.0,1.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/115th-St-South-Richmond-Hill-NY-11419/2092582793_zpid/
12419 Liberty Ave # 2,South Richmond Hill,NY,11419,2000/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/12419-Liberty-Ave-2-South-Richmond-Hill-NY-11419/2092731246_zpid/
97 Avenue Lefferts Blvd,Queens,NY,11419,1950/000000,1000.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/97-Avenue-Lefferts-Blvd-Queens-NY-11419/2094110128_zpid/
13042 Lefferts Blvd,Jamaica,NY,11420,1850/000000,NA,2.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/13042-Lefferts-Blvd-Jamaica-NY-11420/32175625_zpid/
126th St,South Ozone Park,NY,11420,2250/000000,1100.0,3.0,2.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/126th-St-South-Ozone-Park-NY-11420/2091334318_zpid/
14926 118th St # 1,S Ozone Park,NY,11420,1995/000000,NA,3.0,2.0,NA,Condo For Rent,http://www.zillow.com/homes/for_sale//homedetails/14926-118th-St-1-S-Ozone-Park-NY-11420/2091343707_zpid/
14926 118th St,Jamaica,NY,11420,1195/000000,950.0,1.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/14926-118th-St-Jamaica-NY-11420/32178513_zpid/
13140 134th St,South Ozone Park,NY,11420,2000/000000,2400.0,2.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/13140-134th-St-South-Ozone-Park-NY-11420/2091344664_zpid/
13115 134th St,Jamaica,NY,11420,2100/000000,NA,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/13115-134th-St-Jamaica-NY-11420/32177445_zpid/
13512 116th St,Jamaica,NY,11420,3000/000000,NA,4.0,1.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/13512-116th-St-Jamaica-NY-11420/32178109_zpid/
12417 135th Pl,South Ozone Park,NY,11420,2100/000000,2400.0,2.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/12417-135th-Pl-South-Ozone-Park-NY-11420/124765506_zpid/
11133 133rd St,Jamaica,NY,11420,1750/000000,NA,2.0,1.5,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/11133-133rd-St-Jamaica-NY-11420/32172785_zpid/
NA,NA,NA,NA,21850,NA,NA,NA,NA,For Rent,NA
13022 122nd Pl,Jamaica,NY,11420,1500/000000,750.0,1.0,1.0,NA,House For Rent,http://www.zillow.com/homes/for_sale//homedetails/13022-122nd-Pl-Jamaica-NY-11420/32175780_zpid/
12301 135th Street # FL 2ND,South Ozone Park,NY,11420,2100/000000,NA,3.0,1.0,NA,Apartment For Rent,http://www.zillow.com/homes/for_sale//homedetails/12301-135th-Street-FL-2ND-South-Ozone-Park-NY-11420/2094037330_zpid/
